"Accession","Mean","Median","Number of peptides","P-Value"
"Q15738","0.18173797472321923","0.184803534791072","4","0.62980812099715777"
"P05067","0.051685634518191824","0.080792860719036894","3","0.27884683186657999"
"P34741","0.18265769443681798","0.188332911861057","4","0.62113060149173627"
"O00483","0.065425221446665849","0.065425221446665849","2","0.45038414903214186"
"Q9Y6R1","0.19463953756067542","0.1955966618994415","4","0.51320550322428282"
"O43504","0.26127765133048825","0.235096442641406","4","0.12318747981467992"
"Q8WU79","0.10175629176096865","0.10175629176096865","2","0.67992650102933028"
"O94832","0.039659779145023326","0.0466139271422914","22","0.0009407452276841415"
"Q9UQ80","0.11424153863605209","0.11480734228044299","7","0.58107680719651955"
"O96008","0.04032698028073075","0.048921060236423855","8","0.047446227933331968"
"O95249","0.12678637179201202","0.12678637179201202","2","0.85967126493549695"
"P55209","0.15728831090053652","0.15728831090053652","2","0.9119962239041961"
"Q68CP4","0.25977557992955402","0.28189823828750399","3","0.18760803325960049"
"P37802","0.19561756890774074","0.19357998645601848","4","0.50484326427419335"
"Q9NVH1","0.0054248417731372518","0.021814073723737601","4","0.061950429194676346"
"O96000","0.086773560124778271","0.077699319816911597","3","0.49768796446961239"
"Q8NBW4","0.073867440842361604","0.073867440842361604","2","0.49951007960259963"
"P25705","0.076429328112374489","0.080392728728475193","19","0.04476593196787159"
"O14548","0.202345947037672","0.202345947037672","2","0.59269284755480145"
"Q04721","0.064691524435002951","0.062789494534336798","7","0.15417305539341516"
"Q9BRT2","0.095831459449822451","0.095831459449822451","2","0.639518196003797"
"Q6P2E9","0.15258485826540158","0.15435222465849399","5","0.91661655216689275"
"Q96S52","0.26420626342452674","0.27233334031162904","4","0.11398230237020889"
"Q9UEU0","0.20265962827211201","0.20265962827211201","2","0.59064918123454668"
"Q9Y666","0.13241272323273751","0.13241272323273751","2","0.90147750900735168"
"Q9H078","0.073144227908482948","0.073144227908482948","2","0.49520589611772592"
"P49795","0.13279397824084535","0.19510543715897799","3","0.88296078191925809"
"O43615","0.023172467468875253","0.032886107573069","9","0.014472156935935062"
"Q9UBB4","0.055402045866485269","0.055402045866485269","2","0.39577423300818937"
"Q9HD45","0.19316178938920026","0.1944621109626255","4","0.52596569547881433"
"P49790","0.22352821993078698","0.22352821993078698","2","0.46267075679330683"
"Q9NX63","0.10046050373195566","0.10351636721137","5","0.50182827981725553"
"P49792","0.074752614429832193","0.074752614429832193","2","0.50482545209912189"
"Q00341","0.19641696318930851","0.19641696318930851","2","0.63187304360843066"
"Q00610","0.1412659607576543","0.13566511954011601","25","0.88641837697207504"
"Q9NUQ9","0.1906299306146455","0.17390404478664301","6","0.46210193778625308"
"P61313","0.060739392772600348","0.060739392772600348","2","0.42433665399276166"
"P78357","0.15237144740284564","0.15793845413847099","11","0.88031219919880144"
"Q9NUQ2","-0.042885941085000399","-0.042885941085000399","2","0.075899434413566363"
"P15153","0.18536568076075599","0.18536568076075599","2","0.70766327664326312"
"O00571","0.14876128765856553","0.179172747491192","3","0.97049469982698056"
"P14866","0.050895664730605104","0.058764821527648801","3","0.27482010225614562"
"Q9C0B5","0.097093748950107153","0.080889902897053695","6","0.42915496414450649"
"Q9Y2T2","0.32299813398763183","0.31460232726474902","5","0.0082261119082052102"
"P63104","0.14801545997982793","0.168873701588592","7","0.96541726897141711"
"O15247","0.13383413229369764","0.12870497983757001","7","0.8363634726717295"
"Q13263","0.11110628229512184","0.13450119251182999","5","0.60790926703105486"
"Q13303","0.11930123918124699","0.11930123918124699","2","0.80467684000571671"
"Q9UM00","0.066381512816438046","0.066381512816438046","2","0.45580728032247619"
"Q7Z2W4","0.20123730236659718","0.249623755720741","3","0.5206336028234213"
"O60462","0.014608711035132744","-8.6843596967179596e-05","5","0.05115131750552486"
"O75131","0.17158134457832333","0.17433347834281598","18","0.46206060718158404"
"P48960","0.19891369209394941","0.18742582414789899","5","0.42679238381044715"
"P13073","0.34274373410085007","0.18404109085531201","3","0.02293233370585019"
"Q9BXP2","0.21191041024320467","0.205806746351477","3","0.44397031143433496"
"Q12996","0.16917363693117698","0.16917363693117698","2","0.82394423454828314"
"Q14677","0.091689844302894327","0.085286041876352706","5","0.42242153310161534"
"Q8N697","0.091704270478678546","0.091704270478678546","2","0.61198061936972015"
"Q7Z5G4","0.075273609268576736","0.057821930701899803","3","0.41748311042483455"
"Q96RQ1","0.3735207317446827","0.35559970934683999","3","0.0085431561471430283"
"O15126","0.20713833890863825","0.22534896038844199","7","0.27783236507566905"
"O15127","0.079111080666294201","0.097625508207665607","3","0.44336361730308238"
"Q8TEM1","0.13366102749169384","0.134792640406242","10","0.80218526908560928"
"P09543","0.15056351687352273","0.15157282472963401","4","0.94680624709016303"
"Q9BUR5","-0.46964184695829503","-0.46964184695829503","2","6.9373453644300157e-09"
"O94766","0.26098727114978498","0.26098727114978498","2","0.27690581741445319"
"Q01105","0.092399089774213836","0.10881726598408301","3","0.53972304806570137"
"P35250","0.12277596647664137","0.122687347413002","3","0.7927117367431491"
"Q9NX62","0.39042170324682207","0.11248288874632099","3","0.00474344517230392"
"Q9NY35","0.12374215772443099","0.12878103165910401","3","0.80131513873366045"
"P01130","0.247761918308919","0.247761918308919","2","0.33568100326233041"
"Q9BXS4","0.14817281987113365","0.14817281987113365","2","0.98032843497693678"
"P61160","0.223718828466419","0.16707732063972353","4","0.29778563249203399"
"P61009","0.26922372702822822","0.28622013504391253","4","0.09948013909532219"
"Q15758","-0.075856150575606116","-0.093439279650206097","11","1.0064841341575641e-06"
"P22626","0.10545243395108514","0.091703031986700351","8","0.44996255263257812"
"Q00765","0.11074364766595478","0.12513478035338299","3","0.68797674925485297"
"P18669","0.27938885194771151","0.27938885194771151","2","0.20743988679792819"
"Q01780","0.091152420508131604","0.093964565334672498","3","0.53025924449217277"
"Q9UIW2","0.054759095471177709","0.080554401950683502","5","0.17629309809736873"
"P36957","0.1929295428280596","0.16987486600599999","5","0.48045705142294637"
"P53999","0.122945151794909","0.122945151794909","2","0.83134641939799003"
"Q9UM54","0.17407634250663939","0.198166406190523","9","0.56875569423056049"
"P04233","0.75161330292046291","0.69558288135182655","6","5.0092805103665146e-23"
"Q13501","0.080829149141773901","0.080829149141773901","2","0.54206965364280846"
"Q8TC12","0.077985326915302841","0.086019056002963307","3","0.43567535805689495"
"O15440","0.092824641339108296","0.105278150024913","3","0.54297246743251204"
"P11171","0.10887922414354008","0.122406335226666","10","0.43983023754095762"
"P04406","0.032272602619484003","0.14462059580701001","5","0.091633544865013766"
"P54136","0.096764917865310426","0.104764824683916","3","0.57352564019373908"
"Q96A57","-0.12558871914842498","-0.12558871914842498","2","0.010655874162962599"
"Q14849","0.196948906955525","0.196948906955525","2","0.62831304171692126"
"Q8IU68","0.10086546928066939","0.10086546928066939","2","0.67378817995829787"
"Q9C0E8","0.065025838964280339","0.0638705865768249","3","0.35287783884325519"
"Q99613","0.11603617187318559","0.1217903320135475","6","0.63011025115329122"
"Q9NYP7","0.13156215470219851","0.13156215470219851","2","0.89513691637981885"
"P24539","0.098804906170174664","0.101674185434092","7","0.41002921689408045"
"O43920","0.150844314700042","0.150844314700042","2","0.96026450914920669"
"P63218","0.093660505323482066","0.092342794485096996","3","0.54938641495650065"
"O95831","0.10448626238323415","0.086730698334746142","8","0.43912511494862994"
"P32856","0.02501103699646301","0.02501103699646301","2","0.25621505007967704"
"P61769","0.18956025444365451","0.2045799229181765","4","0.55774144776826584"
"P24534","0.14479511096114675","0.14479511096114675","2","0.99428807553618459"
"P78344","0.1238794934084185","0.1238794934084185","2","0.83821749485655916"
"Q06830","0.094432422168597652","0.094432422168597652","2","0.63012505195333424"
"P30153","0.17202113273255448","0.17202113273255448","2","0.8031315198840856"
"O00116","0.0050755693824599563","0.009085216651988165","8","0.0081360251074375275"
"Q99674","0.063060800702956499","0.063060800702956499","2","0.43712863729392593"
"Q5BJF2","0.19369346750475699","0.19369346750475699","2","0.65023207007539774"
"O75390","0.13024700704796432","0.13069639447290499","3","0.85982091633747415"
"Q8N2F6","0.048920801610982799","0.048920801610982799","2","0.36269393534311412"
"O75396","0.00037116664935191564","0.076763034268572103","7","0.010527952687534911"
"Q8NE01","0.24504574816462718","0.235568471842386","6","0.10455389864513988"
"Q9NVI7","0.0034004577957042945","0.041525510543433897","3","0.10102600205840247"
"Q96GS4","0.2874821012820557","0.27160062147438901","3","0.10156511946619731"
"P35222","0.42431514167523349","0.42431514167523349","2","0.0086489093813461471"
"O75558","0.10595855521995476","0.104404607413888","7","0.48531458748184986"
"Q9Y4F1","0.20632043628520841","0.161811689355185","5","0.36546962091983426"
"P16401","0.11239731204908487","0.10201368761170809","4","0.65870598379084877"
"P49748","0.049214650447866631","0.077181660950658454","12","0.026235763265867972"
"P08133","0.11028283720136076","0.114437825327615","43","0.12343897217946882"
"O60779","0.11601560403908029","0.11601560403908029","2","0.78082204697975799"
"P38646","0.050889586715851066","0.052688664188727953","12","0.028953398302428626"
"Q9BSJ8","0.13742031751358999","0.14986277208518201","21","0.80391085350305225"
"P53621","0.12602816141002529","0.13562861299283099","15","0.61447084700317833"
"Q15006","0.013984312961712108","0.016443662806559366","4","0.079662656718829203"
"P62701","0.079947085420740402","0.083444772139365408","4","0.38213328245752221"
"P29692","0.10664350149891211","0.100734287970143","3","0.65350135062311665"
"P49411","0.061381721399711327","0.0610184811203901","3","0.33151809422314871"
"P49588","0.0707279501178745","0.0707279501178745","2","0.48091401445405257"
"P27694","0.2086513383221755","0.2086513383221755","2","0.55229247508051038"
"P27695","0.099112705984497937","0.093282073796891296","3","0.59210912292957296"
"P62277","0.18822196622935769","0.15081546594134401","3","0.6225619294806739"
"O75955","0.13226783031339015","0.12283066822333601","15","0.7317797930317449"
"P17858","0.18985849587975651","0.18985849587975651","2","0.67644781770286577"
"P09972","0.226655008511748","0.226655008511748","2","0.44491508644423439"
"O15427","0.11879006288407","0.13430051030095499","4","0.72143752577838471"
"Q8NE71","0.04512107688896605","0.024516390804334202","4","0.18093432804696571"
"Q7L1W4","0.11535741449250415","0.124680375006385","8","0.56943789665484057"
"P00441","0.16390874717872098","0.153616149286637","3","0.83231253471064282"
"Q9HBR0","0.54673529828613954","0.54673529828613954","2","0.00015774218763103988"
"Q9NP58","0.053327899977834034","0.040285986886815499","5","0.16957427870694752"
"Q7Z403","0.044750960095649557","0.072579597849241298","3","0.24486852930923919"
"O00231","0.12704381221445848","0.12704381221445848","2","0.86157657599773363"
"P80303","0.137977732236508","0.137977732236508","2","0.94309900274236425"
"P05023","0.11294865164416093","0.1160537923876815","26","0.26815503733178908"
"O94973","0.076586823925653552","0.076586823925653552","2","0.5159203281289193"
"Q9HD20","0.087924533212566006","0.078699092030564702","8","0.27761718551337117"
"Q14435","0.250477332102721","0.250477332102721","2","0.32300014673388788"
"Q9BY67","0.34643691213961247","0.349926857096994","4","0.007453586692264297"
"Q9UI10","0.18551250010762024","0.18551250010762024","2","0.70663912369264026"
"P05556","0.32719527867963422","0.29668198247230199","5","0.0068277959119221474"
"P55084","0.077157640172834663","0.076971278928193596","9","0.17172643561099038"
"O95487","0.16008392395069598","0.16008392395069598","2","0.89114609142782686"
"O00161","0.17969005130613561","0.151005721728527","5","0.6111838004102359"
"P01911","0.34874377460473549","0.34874377460473549","2","0.055633602618556363"
"Q8NEW0","0.045041034557514369","0.025005762626531602","3","0.24622345503930332"
"Q9NRG9","0.081497661979566108","0.091824760838241704","3","0.45991049400115913"
"P48509","0.092449263986285168","0.092449263986285168","2","0.61691573437251812"
"P49368","0.11406312989748008","0.1107892955601585","6","0.60739694751624473"
"Q9Y265","0.093819600199802025","0.11181381699650481","4","0.4907176728288376"
"Q14137","0.15423422683147026","0.15423422683147026","2","0.93484348709820209"
"Q01082","0.12370174372365481","0.098075924228233302","28","0.44126052497558876"
"P50991","0.11791852475598874","0.11692967110179001","4","0.71275933425400262"
"P50990","0.12318572203986591","0.12241623653696801","10","0.637530084585894"
"P10606","0.10738465948766125","0.1348453914808975","4","0.61112264267326899"
"P46783","0.16390593119503599","0.16390593119503599","2","0.8627649492365872"
"P46782","0.14090991703137384","0.13678963482214601","5","0.94484420114302958"
"P46781","0.080615854448905774","0.092511801529511606","3","0.45375486594937686"
"P07602","0.080705474132875155","0.075414871420179497","3","0.4543781324540237"
"Q96QD8","0.040918353166169402","0.055435829312747556","4","0.16335932989644925"
"Q6IEE7","-0.070779369290885602","-0.070779369290885602","2","0.041581985994906763"
"Q8TBA6","0.050177975827939342","0.050177975827939342","2","0.36897973708683329"
"Q9NZW5","0.14005372035408709","0.13639439037226653","12","0.89899399735647978"
"P42704","0.13147743975495543","0.12387345888505299","15","0.71649514979756113"
"Q96TA2","0.13289618997723768","0.143191197817465","7","0.82347605100472521"
"P26572","0.23357983736138427","0.30781704739898297","4","0.24098024093292927"
"O60784","0.34225245221299999","0.34225245221299999","2","0.063917613738803267"
"Q96AP7","0.44896299746159851","0.44896299746159851","2","0.0042658162115733556"
"P31040","0.014194263413639973","0.018653491546456999","11","0.0037116189717976891"
"P51159","0.13981056887285934","0.131274440419547","3","0.94716131837033346"
"O43707","0.17539415197679226","0.17033524123537749","4","0.69100507225853436"
"P59998","0.12520220766934934","0.13160890868896899","3","0.81436278432477283"
"Q9Y5W9","0.15494091482504196","0.15494091482504196","2","0.92955128316996327"
"P51151","0.18896678136151931","0.17744631859742699","3","0.61650107405732224"
"P51659","0.13001156510134657","0.11205258950636099","6","0.79981282688263156"
"Q8WVM8","0.17897581047061817","0.1571389271006115","6","0.58557923169654458"
"P04632","0.10509664431531016","0.10509664431531016","2","0.70312985939615635"
"Q9NRY5","0.096838699481775301","0.096838699481775301","2","0.64631703841467925"
"Q02218","0.18151953685813813","0.18557695255947648","10","0.44875443600619891"
"P02786","0.28903724054548402","0.28700164749385448","30","1.6634475543172365e-07"
"Q99595","0.27974964016322301","0.27974964016322301","2","0.20621765734047889"
"Q9H4G0","0.14996845652883925","0.130381444046995","9","0.92972924707705928"
"P20701","0.39722768430453892","0.40056445233305299","11","2.7200966559551456e-08"
"P20700","0.022512113885814797","0.050586692551261095","8","0.020459290989926184"
"P55884","0.12119506071873161","0.12568611171480801","7","0.66772065603139441"
"P21796","0.11606475394671718","0.094127167881997903","12","0.49624731232398167"
"Q9BV40","0.093963721938610259","0.090308125813097398","3","0.55172074392123904"
"Q969X5","0.22259648458135772","0.23635787186457952","4","0.30476228380881126"
"Q01650","0.041527097607131642","0.049022227494864901","5","0.12130352261661806"
"Q0VGL1","0.1781812908440035","0.1781812908440035","2","0.7585976380600612"
"O14579","0.12803902439220574","0.12870669266003301","5","0.79418891671649716"
"Q14534","-0.10277741737969764","-0.10277741737969764","2","0.019330477023647191"
"Q9H490","0.148441518418782","0.148441518418782","2","0.97830938898833764"
"Q9UL25","0.12252979481982081","0.12707958668633701","8","0.66445354573011861"
"Q13795","0.30025682507517604","0.30025682507517604","2","0.14506211491458701"
"Q12959","0.1256284116742499","0.14001040552366401","9","0.69050821265235629"
"Q68DH5","0.19151848814094849","0.18958282939391502","4","0.54034947574168823"
"Q9NYU2","0.11012006675477945","0.11012006675477945","2","0.73854585548367369"
"O94874","0.18433638089590865","0.20295521105540201","4","0.60543291404978405"
"Q14008","0.18955414803634951","0.18803911413004198","4","0.55779583885210637"
"Q13813","0.097526668627009358","0.103468524378697","33","0.066148808027313252"
"Q8TB61","0.12449102040154202","0.13302494228690701","3","0.80800064172238195"
"Q9BYI3","0.11539056852473452","0.093591037658296405","4","0.68781360088467847"
"Q02543","0.075591585479292803","0.075591585479292803","2","0.50988204474944188"
"P07737","0.16128984117061967","0.16704889969241099","3","0.85595647780089434"
"P62851","0.057043553732060194","0.099622621537396094","3","0.30720624143032094"
"Q99829","0.10107675139109019","0.10261701528443401","6","0.46804477561812508"
"Q9BRK5","0.727418995240943","0.79192979477812897","3","1.9390612393147198e-11"
"P40939","0.12058668007523747","0.11913641332298799","15","0.5195242474750813"
"P28068","0.35262055162088762","0.34493977202595399","3","0.016906940239674324"
"P51148","0.17471010838242498","0.18095672330502449","4","0.69773542016729884"
"P28067","0.39436423874863302","0.39436423874863302","2","0.019099440113769385"
"P04440","0.47290329084231347","0.47487659729298348","4","1.299635535101542e-05"
"P20674","0.051253373240935755","0.051253373240935755","2","0.37439527932387329"
"Q9NQC3","0.20161013992912177","0.18690821413922101","5","0.4038031086445717"
"P52292","0.28104217108149421","0.28285863267702949","4","0.071104841437272359"
"P35579","0.087828930314309842","0.099266345872705497","22","0.071336227382035766"
"O14936","0.060465175014941801","0.060465175014941801","2","0.42284010938571881"
"P62913","0.13079376432659851","0.13079376432659851","2","0.88941465116375462"
"P51809","0.23652791098744266","0.230116725790283","3","0.29394738847330903"
"Q03518","0.078950428770336159","0.096938950096127394","5","0.32121457651114227"
"P62917","0.13860219157688833","0.15044247789557","3","0.93606870817026044"
"P61020","0.13864683518948401","0.13864683518948401","2","0.94811611037804489"
"P55957","0.1261363505720367","0.1261363505720367","2","0.85486441955767367"
"Q969V3","0.12582502206188206","0.13115968644793299","3","0.81994451716868244"
"Q15029","0.15354482469082514","0.163802270973404","4","0.91523956709789045"
"P31946","0.16586902226743799","0.16344492668053201","4","0.78669434385242365"
"P60033","0.17952058212946426","0.180375878404962","4","0.6509374167509"
"Q07021","0.084058060937892767","0.070619119730945895","5","0.3597186188380026"
"Q10471","0.015343511910972284","0.032404552741649703","11","0.0040239710393080597"
"O15400","0.10679704084103488","0.1557721619293885","6","0.5271773362060872"
"P25445","0.1999042594298488","0.23969121342963801","5","0.41826972464173073"
"O00541","0.074673945562421296","0.074673945562421296","2","0.50434736238546196"
"O95870","0.036858610128723011","0.019784245234837301","3","0.20985507359803149"
"P98198","0.091164214127704674","0.107413744073464","7","0.33782228202743092"
"Q8TAA9","0.10214561961231441","0.096675901659229596","5","0.51794538943339696"
"O75882","0.088310965754102647","0.088310965754102647","2","0.58974105489656314"
"P78310","0.52874585915284122","0.54633022709315149","4","3.3302330012676759e-07"
"Q7KZF4","0.12280144396861377","0.13533361953946049","10","0.63176517627549389"
"Q86V81","0.11854343320689201","0.11854343320689201","2","0.79915785505460257"
"P61604","0.0327300070742211","0.0327300070742211","2","0.28789556061658467"
"O15173","0.081478820402340071","0.085216529947589603","4","0.39334347787003932"
"Q9UI12","0.044821752639169328","0.112860701046124","3","0.24520609255187342"
"Q3SXM5","-0.027673928508997265","-0.0273638070514114","3","0.045673031317240438"
"O15270","0.070728562909400119","0.063290973620740446","4","0.31887501424551401"
"Q9H0U4","0.1288307336609375","0.1288307336609375","2","0.87482263779590042"
"Q9H0U3","0.16705486594792499","0.161497008783616","3","0.8041096362195076"
"Q5W0Z9","0.059797132025186502","0.059797132025186502","2","0.4192096695603672"
"Q9NTJ5","0.12312075434871557","0.1190410143339215","12","0.60472086726230312"
"Q9ULT0","0.063624069464810959","0.049164095647824299","3","0.3445639475989275"
"P62826","0.15908049498337437","0.140887194362703","3","0.87600688937163995"
"P23396","0.12199270381475576","0.117125460298367","9","0.63777318703106078"
"Q9BXN2","0.062586557615707861","0.068070396613843995","3","0.33848552803308574"
"Q9BWH2","-0.1009429666680105","-0.1009429666680105","2","0.02024273609440114"
"P60953","0.14061806229092441","0.13113385562410051","4","0.94756326857570239"
"P46459","0.17525056491909899","0.15585164451516298","18","0.40139883391023901"
"P35613","0.097047023370718563","0.0964365642879704","11","0.28391898853992992"
"P35268","0.056708999532116104","0.071522007912902502","3","0.30537964899334075"
"Q9Y3E0","0.040682710228131601","0.040682710228131601","2","0.32322990063069701"
"Q8WUM9","0.1807634793659085","0.1700168340574415","4","0.63905909626927127"
"Q9Y3E5","0.084899276524610823","0.08198207343488785","4","0.41909305485733939"
"P06454","0.057241465263609952","0.057241465263609952","2","0.40548438487924066"
"P61421","0.12964235637720367","0.13564736108366399","8","0.76434571266188955"
"Q9Y5B9","0.2328877611684875","0.2328877611684875","2","0.41072186945925415"
"P51572","0.030753099008237802","0.034132546685860202","3","0.1853715379457043"
"Q96Q45","0.049554246700359746","0.049554246700359746","2","0.36584894075168684"
"P78536","0.2233749992321605","0.2233749992321605","2","0.46354556937449876"
"O76094","0.052423603045328948","0.072036200926791805","6","0.12867211281266891"
"Q14318","0.11291407098410887","0.10357718566513401","3","0.70649834886394935"
"O15533","0.16174011260708204","0.16174011260708204","2","0.87882867020221545"
"Q6P1N0","-0.090433659917980302","-0.090433659917980302","2","0.026228207049878414"
"Q9UNE7","0.0063351672396130673","0.0191248871081676","3","0.10825504619339055"
"P14314","0.17387625366486575","0.13902548199613302","4","0.70597654698876577"
"P48723","-0.038359456745834873","0.00043553542816180497","4","0.014291775193668305"
"P38606","0.067459017181281958","0.0452534215101335","3","0.36761704596447287"
"P08670","0.11721320133051999","0.12425552634777401","8","0.59339125638494938"
"Q9Y5Y6","0.15751067233246976","0.16071514514113799","11","0.79170154538023696"
"Q13217","0.51507941451292849","0.51507941451292849","2","0.00050056826163064224"
"P32969","0.1004953899737789","0.1017857315963525","4","0.54834016872578328"
"P31930","0.068551921887439179","0.075522489210598204","11","0.08894035933487994"
"Q9Y3A6","0.25547411474472165","0.25495560611434598","3","0.20477455636106459"
"Q5JTV8","0.13916570072758763","0.14119541989671999","6","0.91697622247500699"
"P04844","0.14452439219786792","0.14216848632804599","17","0.977418087379335"
"Q96KA5","0.22349689072495216","0.2271396634464975","6","0.20351152714077064"
"P04843","0.11328682616062548","0.10757631745452199","23","0.30266345256062921"
"Q02818","0.11423147654350559","0.11055611836833","9","0.5313861704814471"
"P00387","0.13264249489709359","0.13311832831395801","5","0.84749602667161206"
"Q13576","0.14492367987456883","0.12566726543742801","7","0.99112208743805152"
"Q99623","0.014588176131430635","0.0497918316344024","8","0.013621900428913905"
"Q9BS26","0.34272530503235521","0.33124438468852802","8","0.00020387716705445194"
"Q92552","0.0806137131872392","0.0806137131872392","2","0.54072582661428503"
"Q14254","0.12165147705645379","0.12014346845400301","17","0.51154124496636078"
"P54920","0.14223471431532556","0.138731235716682","9","0.94710102600727175"
"Q9BPX3","0.086726794780456307","0.086726794780456307","2","0.5794872514352889"
"O43747","0.15682215866594076","0.15883272230575501","4","0.88069395256936511"
"Q2PZI1","0.28274307425897349","0.28274307425897349","2","0.19627692221607831"
"P42224","0.21393982271749687","0.17713972579232151","6","0.26456331228006713"
"Q9UH99","0.31418305510514294","0.31722600569056847","4","0.024688088153060585"
"Q9BU23","0.16363709038897001","0.16363709038897001","2","0.86475594542215373"
"Q13740","0.36885970415208919","0.36417246451173346","6","0.00026956431504142082"
"O75431","0.065047702585366851","0.065047702585366851","2","0.44824847466663675"
"Q9NVA1","0.094753889164080896","0.094753889164080896","2","0.6322782745153932"
"Q8IV08","0.075768742091660291","0.075768742091660291","2","0.51095590022416237"
"P47897","0.16598533484840783","0.21490007061998501","3","0.81367293117326933"
"P22234","0.1570080410512035","0.14849853875185698","6","0.85177461106838104"
"O00165","0.086169181079820398","0.086169181079820398","2","0.57590003308998083"
"P11166","0.052008603541965098","0.059639545200379798","3","0.28050289657420391"
"Q15043","0.24273401838901135","0.249473131047971","3","0.26224661616670092"
"Q8NBU5","0.0024787051123107001","0.0024787051123107001","2","0.17775678998981029"
"Q9Y3B3","0.18255640086701286","0.18150788995596501","8","0.48576335414184235"
"P21333","0.20528617052066134","0.203681045187424","11","0.18702398548086757"
"O60749","0.14572844538171151","0.14572844538171151","2","0.99869733207514466"
"O14617","0.28922348680221871","0.26486385194402401","3","0.097440458719301029"
"P23246","0.14079734901136026","0.13852233436099301","5","0.94350962799458682"
"Q10589","0.11576509117120323","0.111098326501763","5","0.65727620193636926"
"P55072","0.13847186989725249","0.13693918705578201","35","0.78017101433511471"
"P24752","0.058896849271735829","0.058464844809100455","4","0.24834433559562313"
"P49257","0.32601895218678123","0.28048764894988598","13","1.4770905653966405e-05"
"Q8N766","0.23513125654291972","0.39440647704724002","7","0.11467786645204203"
"P51571","0.13365952308458451","0.112540827030064","4","0.87409176462157312"
"P42356","0.098956403735550105","0.104807313962673","15","0.22934719700045503"
"Q09666","0.142244154173397","0.1600871968796525","56","0.86895167717244559"
"P54852","0.23746271454683074","0.037075063176476401","3","0.2890979661758809"
"Q96TC7","0.0055972354820288499","0.0055972354820288499","2","0.18739566734506852"
"Q9P244","0.35179556192975331","0.34954042988455603","3","0.017349663676289536"
"P27348","0.17267245630271633","0.1760202987767005","6","0.65818469311065519"
"P10586","0.12756381238522316","0.12935039931334999","15","0.6425830535830428"
"O96011","-0.078105551701373635","-0.081594402417609499","3","0.0098756923455011348"
"P19404","0.12423469908318405","0.13310184526943999","5","0.75083833699208524"
"P51610","0.13102287611264382","0.0993289262432447","3","0.86685813649246635"
"Q9H2D1","0.116090964822759","0.116090964822759","2","0.78136689860565012"
"P01920","0.44842444168184425","0.47751705868490446","4","5.4816014926518482e-05"
"P62140","0.17075452244713032","0.12258946750979501","3","0.77127312316351793"
"Q96T49","0.184228331135492","0.188773898129764","3","0.65548647290887108"
"Q9Y287","0.543610290788622","0.48610385998448602","4","1.1497614628294278e-07"
"Q9H061","0.094316033470042346","0.094316033470042346","2","0.62934709038471714"
"Q9Y289","0.18753800145183833","0.190366177825397","3","0.62814838440863707"
"Q9NPD3","-0.0126266195795952","-0.0126266195795952","2","0.1362303941553254"
"O00264","0.098202759884278401","0.098202759884278401","2","0.65557130714374401"
"P46939","0.1758543835395949","0.16859164692379852","10","0.52336216389442591"
"P08865","0.1278389643587354","0.122443902202925","7","0.75488988125996259"
"P53794","0.081289590970499592","0.081289590970499592","2","0.54494851476700368"
"Q9NZ01","0.066079351873252118","0.058666975239451802","5","0.2365451193998109"
"P61019","0.1451145336475323","0.15611433520676099","5","0.99476444325714208"
"Q8WUX1","0.1088403549493544","0.111863360441085","3","0.67188851001878203"
"P14625","0.12788057772229122","0.111546515234814","17","0.62743057867114893"
"Q12913","0.34263808500148524","0.359216524660398","4","0.0086583759371411072"
"Q07020","0.065288986830780674","0.066102397217739098","4","0.28496383264826397"
"P50402","0.13831645576030099","0.13831645576030099","2","0.94563856128579937"
"P55060","0.12972721152132616","0.13878322372101098","6","0.79622708634359329"
"Q86X52","0.61495385152962245","0.61495385152962245","2","9.8253997923941889e-06"
"Q6P1A2","0.062620946615110251","0.062620946615110251","2","0.43468648977243107"
"Q14165","0.23062495056833565","0.217197574763384","3","0.32639587096864087"
"P31641","0.160186415171681","0.160186415171681","2","0.89038286154956281"
"Q96D96","0.17382225818725816","0.176530373912997","3","0.74435112071077769"
"Q14160","0.20708180767289439","0.19975493480887499","29","0.027346833514410102"
"P03915","0.23269447282614666","0.155235516846985","3","0.31477734759923304"
"O95573","0.12043898858490872","0.121831486800127","5","0.70835432123558806"
"P13010","0.10013362281462891","0.13137682372558751","6","0.458670989239505"
"P10809","0.06260170920068911","0.054080815289296855","12","0.055629594282996644"
"Q6Y1H2","0.17557952209612149","0.17557952209612149","2","0.77731840068658287"
"Q8WUM4","0.11199278215063674","0.12422088504611001","18","0.34293549307789195"
"O14979","0.085188294938810957","0.085188294938810957","2","0.56961089093697603"
"Q96GQ5","0.052714283148705098","0.052714283148705098","2","0.38184366909103729"
"P07947","0.1872194717105205","0.1872194717105205","2","0.69472006694567545"
"O43566","0.16496111496252633","0.16060509821077101","3","0.82285296542349096"
"P14854","0.17983715887143001","0.17148010896146201","3","0.69247777833746527"
"Q08722","0.19798769283352699","0.19440767740318299","3","0.54525354539687432"
"Q9GZP9","0.1827935628704635","0.1827935628704635","2","0.72576225194181909"
"Q03252","0.11105895694609576","0.07862993527248735","6","0.57360160204938948"
"P16070","0.37035057154660173","0.38461256314065051","6","0.00024528553056992169"
"P54709","0.12571493206979897","0.128057154757863","9","0.69178000203657919"
"Q13190","0.13557534587026801","0.13595398062865099","3","0.90834066562059257"
