"Accession","Mean","Median","Number of peptides","P-Value"
"Q13492","0.20177326559557088","0.20408206363092399","3","0.51662871088990681"
"Q99569","0.16158183352040348","0.117354067017908","7","0.77762036045220362"
"P07948","0.11291575613589099","0.109404316231378","16","0.38453840626341751"
"Q8NBS9","-0.010046771072324235","-0.015535908814647302","6","0.011131288684206295"
"Q04917","0.14997382782057692","0.15072079921166148","6","0.94252954451719217"
"O75027","0.1118257914581767","0.105027395456432","5","0.61542873198744363"
"P60174","0.10067316643070483","0.12516393144748","6","0.46402809220614849"
"Q93050","0.19195608213642076","0.16181809628850652","4","0.5365030458740625"
"O00461","0.21538134194884898","0.21000746526799099","3","0.42050398908391573"
"Q6UW02","-0.17215081528166626","-0.17215081528166626","2","0.0027675721668499282"
"Q9HBH5","0.037776565083151935","0.037776565083151935","2","0.31000338334668287"
"P22059","0.070191141287738859","0.092638034375965905","3","0.38461428105463469"
"Q9BRR6","0.18349026155277201","0.20693721834318701","3","0.66165845439662174"
"Q6ZVF9","-0.79224423235598795","-0.79224423235598795","2","1.1447200900333661e-18"
"P45880","0.061278522641031043","0.058705871952409602","10","0.075888610280840679"
"Q9Y6K0","0.050626369941243997","0.050626369941243997","2","0.37122619659275646"
"P42892","0.33076959312727966","0.34625078600159898","3","0.032626626180185608"
"Q9ULP9","0.036067903495079157","0.036067903495079157","2","0.30240293047001726"
"Q9Y4D7","0.30557825124766103","0.19979602587967399","3","0.064895026379765394"
"Q8NBJ9","0.40828737414283245","0.40828737414283245","2","0.013334130371641302"
"P26196","0.096392960426225902","0.096392960426225902","2","0.64330456055755203"
"O95782","0.1217356490437087","0.13986059739672599","5","0.72277519798044954"
"Q9Y5S1","0.27765666059900451","0.27765666059900451","2","0.21338242653623624"
"P22794","0.7152575391108571","0.7152575391108571","2","8.0786227401489934e-08"
"Q9UBV8","0.10083723388395879","0.1035851998383505","4","0.55137883403739663"
"Q6PIU2","0.18339616433792649","0.18339616433792649","2","0.7215077822467626"
"Q96M27","0.087519363727972421","0.089896365058630107","3","0.50315879367111993"
"Q9Y6N5","0.10281628083314213","0.096173554324708796","5","0.52443188499542437"
"P18754","0.077609837357177303","0.077609837357177303","2","0.52216569409023073"
"Q15084","0.16340755260249171","0.15743461949742801","9","0.72129906498531593"
"P08238","0.12216635488285456","0.107016284431657","9","0.64025345192447225"
"Q96AA3","-0.016139405105447202","-0.016139405105447202","2","0.12774318053023545"
"O75410","0.20749499972570251","0.20749499972570251","2","0.55959534521885135"
"P28331","0.078214214248900613","0.081736151909971452","8","0.20458110837636292"
"Q02338","0.0077280578089861341","0.039343601079278902","3","0.11183244423017417"
"Q9NX40","-0.04899040797618838","-0.054407576870367153","4","0.0095565542702774516"
"Q8IY95","0.08081831842147856","0.074892920599998206","5","0.33497022906760066"
"P40189","0.25063724143108962","0.238058670695389","5","0.11757932339791842"
"Q6P4Q7","0.28287118584972704","0.2777449217287955","6","0.025074669385885939"
"P09326","0.4706214393348403","0.47532169162056198","3","0.00017697245007990454"
"Q9H2V7","0.1343987867366864","0.14653500379225301","3","0.89759112741164504"
"Q14444","0.17870967407510732","0.18880321058744101","3","0.70209983346664995"
"Q9H845","0.10140323100558529","0.10140323100558529","2","0.677491236145638"
"P06733","0.19601893221942265","0.19390522391036602","6","0.41032909295937758"
"Q5M775","0.201225331596115","0.201225331596115","2","0.60001016884667335"
"P14210","0.84564910319748654","0.84092345275291602","5","2.0170168805327432e-25"
"P20645","0.18188118604480058","0.16701546216093799","5","0.58849348819686043"
"Q9H8Y8","0.13744956152595098","0.14047063878413199","3","0.92549874290690215"
"Q9Y624","0.05035148893151295","0.05035148893151295","2","0.36984242093968533"
"Q8NC42","0.19047052390459701","0.19047052390459701","2","0.67223592985523672"
"Q8WWI5","0.18976807574467422","0.12175008147182551","6","0.47074003843949264"
"Q30154","0.27144805643640352","0.35654934244175801","4","0.093556455116545437"
"Q86W74","0.061468759877242693","0.061468759877242693","2","0.42833128374301688"
"Q13347","0.14567155041158311","0.12931553143470298","4","0.99876248289091929"
"Q8TCT9","0.056811199435865843","0.051972260311189955","6","0.14766045541073042"
"O95297","0.53499225641103976","0.51920486574457203","3","7.0495529914622315e-06"
"O95298","0.1149943061844797","0.1149943061844797","2","0.77344872305613144"
"P14406","0.1433393941025855","0.1433393941025855","2","0.98334852915663817"
"O43852","0.12610443717503139","0.12610443717503139","2","0.85462926122939997"
"P43304","0.22165281379520646","0.1363730848438405","4","0.31079006092493461"
"Q6ZQN7","0.56122571975144653","0.56122571975144653","2","9.0387429951669604e-05"
"P43307","0.13658343566060979","0.13658343566060979","2","0.93265293934340987"
"P33992","0.184686972228363","0.184686972228363","2","0.71242392789433306"
"P33993","0.18197323954675834","0.18197323954675834","2","0.73156976701451892"
"P30050","0.070366775825630182","0.086338575877110302","5","0.2628008439587281"
"P33991","0.19530002488231651","0.19530002488231651","2","0.63937687695365153"
"P50914","0.096490706823300396","0.096490706823300396","2","0.64396453079915439"
"Q9UHQ9","0.091524413063338264","0.0134110662366111","3","0.53308577155381998"
"Q9NUE0","0.16352467333284745","0.17638769516213401","3","0.83577860815643723"
"P30536","0.016562948331760849","0.016562948331760849","2","0.22435320198132885"
"P49069","0.1027668515915296","0.1027668515915296","2","0.68691723368866608"
"Q92597","0.11736433677643925","0.12759121330254999","3","0.74501238965294214"
"O14653","0.028943623826263656","0.028943623826263656","2","0.27202293754769219"
"Q9NV96","0.17482459624286359","0.15641638560774601","7","0.6060011240346288"
"Q9NWQ8","0.25806360301645048","0.11512906001522699","4","0.13400519885749237"
"Q6IAN0","0.016527739620438766","0.0119926120359421","3","0.13661865231306591"
"P49755","0.202848085763536","0.19565232769271051","4","0.44533917349187346"
"P15531","0.062000001833974548","0.054660977917802951","4","0.26569142852481287"
"P35232","0.058791638863045642","0.055657868624645203","12","0.045302494395673333"
"P61106","0.2064093636320411","0.19258686627997701","9","0.22400664953192942"
"Q9UKM7","0.47808102348395859","0.524781164034131","5","7.3575740346832872e-07"
"O75489","0.1063832009047856","0.098133095158930095","7","0.49000828465590729"
"Q9UKQ2","0.49467010160513025","0.49595693008582697","3","5.6458720416190557e-05"
"Q9H9B4","0.10520869011032159","0.093750519288567147","6","0.51037612518429487"
"Q13616","0.10991852217704751","0.10991852217704751","2","0.7371146195471594"
"Q14344","0.10084229208594872","0.094047544254912505","11","0.32328518462517641"
"O60669","0.046405823904522053","0.046405823904522053","2","0.35033779189082614"
"P36543","0.069148702741456708","0.069148702741456708","2","0.47170365052483032"
"P07237","0.13506612327833215","0.13307081074683899","8","0.8433566867751745"
"P62318","0.0836373364195859","0.0836373364195859","2","0.55973521293457229"
"Q16270","-0.24896022983983651","-0.24896022983983651","2","0.00020254284148765096"
"Q96JA1","0.26213360079968401","0.26213360079968401","2","0.27217727360254895"
"P62081","0.041294982923084429","0.023080946882094298","3","0.2290597930693391"
"P62241","0.13331340725372662","0.113576672267311","5","0.85533006978061676"
"P46060","0.093094432371068472","0.092727367757335505","5","0.43461243077543243"
"P17980","0.23073843757158452","0.23073843757158452","2","0.42233170710705026"
"P17987","0.10624155788698697","0.1172990186103455","10","0.40765380070700585"
"P55327","0.26304523974368732","0.1436841787109725","6","0.055318766703782545"
"O75964","0.1728250134853585","0.1728250134853585","2","0.79727996733336159"
"P62249","0.08162878465738585","0.082382039226950449","4","0.39445137609997705"
"Q16698","0.10750488045801181","0.113895286859838","5","0.5709163025582531"
"P68400","0.073291071011828607","0.073291071011828607","2","0.49607099942360444"
"Q96A33","0.09336073128608377","0.1138268400452665","4","0.48687443372636463"
"P12236","0.098569127634557552","0.098569127634557552","2","0.65806583821102305"
"Q86UL3","0.11950298911755863","0.134859625198755","3","0.76375748417640377"
"O75746","0.10401088196546422","0.089778607501813198","5","0.5360910745094094"
"Q15833","0.1507487244921305","0.131605574008577","9","0.91734716631045776"
"Q8NF37","0.1326673061286732","0.13061950915541201","5","0.84778544523719113"
"O43143","0.10567262420954715","0.10567262420954715","2","0.70715949614480222"
"Q99959","0.10200146700772805","0.093929316874637653","4","0.56178940701203672"
"Q9UP95","0.19862271654497349","0.19862271654497349","2","0.61716807294833376"
"Q9HCJ1","0.020689637342911724","0.031340563618034202","3","0.14972783182839103"
"P23470","0.23207515376196974","0.20270196720459799","4","0.24910089029582483"
"Q92508","0.29241162868453835","0.28926838465405702","21","7.400915520313648e-06"
"Q5T4S7","0.1069509267380334","0.112873324542306","3","0.656061615064508"
"P53618","0.06337159132076052","0.079598498117626204","5","0.22100731041965108"
"Q92930","0.19201037526086751","0.19201037526086751","2","0.66168706100347463"
"P30626","0.15184341694476239","0.15661927505430501","5","0.92538318947921128"
"P33908","0.4639191160467192","0.50122534436069899","7","2.0353835688944202e-08"
"P04062","0.37666178472797596","0.37843103137592699","5","0.0005779692331885787"
"P26368","0.16810429440591002","0.149103035143729","3","0.79475736259100715"
"P18124","0.12129729951205033","0.10771405273090801","3","0.77959233720227961"
"P08195","-0.0016976220317659347","0.00164403992492885","25","9.4597239662011584e-07"
"Q9UBX3","0.087253767476827865","0.070919654286675696","5","0.38522538535319195"
"Q9Y230","0.095219302684500115","0.10514279095904056","6","0.41153349519011917"
"Q9HC07","0.52764604891490352","0.51920531162418249","4","3.6000745966574783e-07"
"Q8IVB4","0.10110206184682963","0.062885435164621001","4","0.55375487988356908"
"Q7L2H7","0.089337187542938248","0.089337187542938248","2","0.59642721828832224"
"Q709C8","0.1313148574773895","0.1313148574773895","2","0.89329464977816186"
"Q96G97","0.25446370911867999","0.25446370911867999","2","0.30495888339457583"
"P06748","0.14715589275370444","0.13914232179736299","7","0.97749530990969102"
"Q9Y2Q5","0.14618600745501098","0.18378370477431999","4","0.99329460351458776"
"P20309","-0.107261038378865","-0.107261038378865","2","0.017255612766253772"
"Q9Y5K8","0.28359709728099097","0.28359709728099097","2","0.19351212244941907"
"P61803","0.14005428704196632","0.114525471047757","3","0.94939999728864444"
"Q8NC51","0.078007173734438995","0.078007173734438995","2","0.52460450692602612"
"P34932","0.15655242282156401","0.15655242282156401","2","0.9174953181320511"
"P51149","0.1957957993535058","0.18811348031434899","14","0.21054787139137304"
"P18433","0.15449276493977343","0.14837325052380701","11","0.84348504138994052"
"P25398","0.098484300518609347","0.098484300518609347","2","0.65748844189229061"
"P50995","0.082302573174292321","0.1041396557194665","10","0.18278305823400054"
"P18827","0.26008589764680223","0.2490019542347035","4","0.12710325527820202"
"P19022","0.26656945229553652","0.26656945229553652","2","0.25433297479057876"
"Q10472","0.33076942021840278","0.31745733440721602","5","0.0058094220068856794"
"O95433","0.14526772329597901","0.14080369007728399","3","0.99735459046859809"
"Q15293","0.19536654300544751","0.19536654300544751","2","0.63892717366132623"
"O43681","0.22049389671984132","0.23322221684102401","3","0.38729799581613289"
"P49327","0.19250110487223071","0.197670030607841","21","0.15190346286510217"
"P55265","0.36343850839059749","0.36343850839059749","2","0.040148242636436071"
"P32119","0.14960517702932999","0.143791263530058","3","0.96273362610889235"
"P62424","0.10820934958905717","0.111544055946546","8","0.48171321837457581"
"P07900","0.065302340373835491","0.092163584855064498","3","0.3545349505628842"
"P26373","0.084773919581438165","0.083141738566110401","3","0.48317758045669312"
"Q96CG8","0.19010326447104431","0.18316523316997299","3","0.60730160394574417"
"O75340","0.11055824833070181","0.10103072547278136","4","0.64107242707185308"
"Q9P0I2","0.015139266601852849","0.015139266601852849","2","0.21928074905294928"
"Q9Y4P3","-0.091054869577366443","-0.091054869577366443","2","0.025834843547970925"
"Q8IZA0","0.38249520821930832","0.52684275468939901","3","0.0062739592851135707"
"P14618","0.13347779024292708","0.1336408930736005","10","0.79920250054424824"
"Q8NHG7","0.13541295326497746","0.13541295326497746","2","0.92389051114220677"
"P27824","0.11031291823105614","0.149240780999744","12","0.41617946457112842"
"P25685","0.097744624971319402","0.097744624971319402","2","0.652457783408525"
"Q86UE4","0.073575197150435673","0.074403823654207307","6","0.24025559466367019"
"P63010","0.41735490090905591","0.41735490090905591","2","0.010473823004264974"
"Q00325","0.090117190695273491","0.085686413415196297","5","0.40899412019961812"
"Q14156","0.12983504604657789","0.130267431200916","12","0.71682646378055837"
"Q14157","0.13964224623489702","0.13964224623489702","2","0.95558362650642015"
"Q8WVX9","0.072268898781311847","0.072268898781311847","2","0.48999346291461987"
"Q14152","0.12139042382622874","0.123440135018102","5","0.71892523233548689"
"Q9Y5M8","-0.099428700423974226","-0.125000583020312","7","1.5841600506059134e-05"
"Q9H2H9","-0.0025284292829329596","-0.0025284292829329596","2","0.16305808676247291"
"Q68D91","0.040742490079351192","0.044264906702000548","6","0.087267339824051465"
"Q6ZMU5","0.16117189678694802","0.16464564571569601","13","0.7076447025668362"
"Q969M3","0.1197860321684075","0.1197860321684075","2","0.80821264676468774"
"Q9Y6M7","0.13181286447973781","0.1366184632944388","4","0.85474936899743681"
"P13612","0.36866911231924276","0.342810533420007","16","2.809416152655768e-09"
"Q14011","0.037096145322793053","0.037096145322793053","2","0.30695833914012333"
"P21281","0.091321719059476614","0.088558107421673596","5","0.41925016165530082"
"P62906","0.063139299731683945","0.081169589159189898","4","0.27226342137479254"
"P21283","0.043858640453664034","0.109049893219702","3","0.24071758083908018"
"P09525","0.18167223221952555","0.1939840531046485","8","0.49624800104298716"
"P83731","0.0888138034955374","0.0888138034955374","2","0.59301283262816051"
"Q7Z7H5","0.17048166148248001","0.17048166148248001","2","0.81436698972219579"
"P26038","0.1020293548495475","0.10641113039512499","9","0.38445661059072767"
"Q9P273","0.38131082008243733","0.40453657117729702","22","1.8194959653724507e-13"
"P40926","0.083483542539272787","0.10093772571609801","7","0.2740285497151641"
"P19338","0.097095222062781747","0.10025720179936251","10","0.30740415273386662"
"Q16537","0.13481267076610301","0.13481267076610301","2","0.91940065941145521"
"Q9Y5J9","0.19829300881482201","0.18270887755530099","3","0.54291585623980598"
"Q92896","-0.063682325276160773","-0.065784541138055402","15","6.7944311094803547e-08"
"O15439","0.104818439339305","0.1028787562992925","12","0.34727779030575179"
"O95299","0.055528946677046831","0.055795262701340803","3","0.29899946485041407"
"O00410","0.13761572963107163","0.144914065066435","3","0.92702229478258935"
"P04920","0.10354273153965277","0.089997897049963554","8","0.4286798272032295"
"Q9BT22","0.040844866150527737","0.039955254996839801","3","0.22705484552204228"
"Q86YS7","0.0031456410170582908","0.0111797272599964","7","0.012091156451584142"
"P63244","0.093275777395994283","0.096770120348264654","6","0.39369564878027374"
"P62330","0.066005232467542002","0.066005232467542002","2","0.45366481321058305"
"Q96PK6","0.0995325050015297","0.0995325050015297","2","0.66464381220693169"
"Q13443","0.21072093057199945","0.21214055364512502","8","0.21958910239396673"
"Q8IXS8","0.14352765803991219","0.14352765803991219","2","0.98476322686897388"
"O60449","0.37442967481338435","0.39416357313853351","22","8.8387494511369234e-13"
"Q9BQE5","0.05194728990552025","0.05194728990552025","2","0.37791982760888321"
"O95865","0.20276269939342501","0.20276269939342501","2","0.58997889483421839"
"O95864","0.29456068142860897","0.28674188093660802","3","0.085619248517984761"
"O15269","0.084781263521976347","0.084781263521976347","2","0.56701275358166248"
"P67812","0.243257075806144","0.243257075806144","2","0.35741553666195924"
"O15143","0.159984961644516","0.159984961644516","2","0.89188287531783239"
"O15144","0.131744785533881","0.131744785533881","2","0.89649785486854316"
"Q99536","0.14088235196616272","0.16486543264485401","3","0.95700913381924368"
"O15260","0.058774599565210001","0.058774599565210001","2","0.41368391620614975"
"P11532","0.0033866738804009949","0.0033866738804009949","2","0.18053006052665427"
"Q9Y263","0.059442806078642996","0.15067683381823599","3","0.32053915165447805"
"Q9Y262","0.1203853905679925","0.1203853905679925","2","0.81258944895505092"
"Q08211","0.12796165357556383","0.120675983373627","13","0.67265850469602118"
"Q8N1G4","0.18077477861330399","0.18077477861330399","2","0.74007648266580239"
"P53007","0.13065091299008649","0.104514933380634","5","0.82433303237386901"
"P11717","0.078940120041916126","0.0595302304872476","28","0.018894992177387385"
"Q15599","0.18390774904732682","0.17257326480357099","9","0.44347255818662779"
"Q7LGA3","0.253641103103521","0.26078511254578801","3","0.21242556697785336"
"Q6GTX8","0.16497313826218798","0.15963257284926199","3","0.82274544316130482"
"P39019","0.11872037996206777","0.121631622342022","5","0.68940376354493227"
"Q08357","0.1889674953659875","0.1889674953659875","2","0.6825968318356338"
"P16422","0.32926634607150329","0.35141239116766998","3","0.034063081628781078"
"Q9Y6M9","0.157337822566992","0.157337822566992","2","0.91162648470821295"
"P60228","0.16018838436780383","0.17480222734708051","4","0.84544603675268992"
"Q9Y6N7","0.17423170496089688","0.21069607534152501","8","0.58903943173897244"
"Q8NBN7","0.08604823452895044","0.08604823452895044","2","0.57512107753949726"
"P61289","0.078268099291529183","0.079064772270546896","3","0.43760132972538335"
"Q9Y6M0","0.19385112473232399","0.20237713350036399","3","0.57741374820038371"
"P61026","0.12717872909514233","0.112428438664208","3","0.83210765649106833"
"P09669","0.10343279526381099","0.10343279526381099","2","0.69153566759312368"
"P10301","0.13450113593079599","0.13450113593079599","2","0.91707153794897289"
"Q9UHX1","0.16596182924041367","0.181201311140754","3","0.81388153593221735"
"Q9GZU1","0.49572829511380956","0.49572829511380956","2","0.00097296677179243207"
"Q9H3N1","0.079726278123778999","0.090549467922998797","3","0.44759398125536887"
"Q9BTV4","0.27750827999178801","0.27750827999178801","2","0.21389594816179586"
"Q9NS69","0.090188015350931197","0.080266306029109599","4","0.46078705059953817"
"Q92820","0.091858106133309955","0.091858106133309955","2","0.61300441626976587"
"Q92823","-0.039422086826903804","-0.039422086826903804","2","0.081445853002730786"
"Q9NUP9","0.12843512802159174","0.1288235631922845","4","0.81960039763986803"
"Q15691","0.15377796503723401","0.15377796503723401","2","0.93826139329102665"
"P37235","0.070486218583397306","0.075524527849593195","3","0.38647474698177375"
"P00558","0.17242429564235531","0.172416766633923","3","0.75657884751498827"
"Q16891","0.090032708318584245","0.098705701709982607","14","0.16646525760356731"
"Q96DM3","0.13195605212293704","0.15863697923870601","3","0.8753352601926222"
"Q92945","0.114536723667053","0.114536723667053","2","0.77015047335132403"
"P32970","0.46950247385038163","0.49117515781564602","5","1.4069561552886039e-06"
"Q8WU39","0.041003596278857232","0.0407360081638991","3","0.22776059088692702"
"O75844","0.10811914752789546","0.10684174390038199","3","0.66582901388163829"
"Q96BI3","0.24412726174959748","0.24412726174959748","2","0.35314955288177563"
"Q92542","0.28022500826510455","0.306835191664802","4","0.072826483543366793"
"Q9BY44","0.23185827846260931","0.23185827846260931","2","0.41626730017808955"
"Q13148","0.16400492684876899","0.16400492684876899","2","0.86203182774251808"
"Q92544","0.18032177086991757","0.156111573218391","7","0.54010366356648132"
"P55769","0.14796453536509899","0.14796453536509899","2","0.98189314283303042"
"O43772","0.048769413681765877","0.050531120291121445","4","0.19730131248286745"
"Q9UIQ6","0.22670529374050361","0.2183803153701625","12","0.061163534183936885"
"P12277","0.16227417824736151","0.16227417824736151","2","0.87486227433444097"
"O43776","0.024410906420152277","0.053611492396511404","4","0.10658185955016408"
"O75787","0.34565950488927449","0.34565950488927449","2","0.059453164700141684"
"Q8N183","0.070661030620974466","0.0731693989550148","3","0.38758095269584947"
"P30825","-0.033477128787332652","-0.0339940912220483","5","0.0076688968401530605"
"P52789","0.12180274219799866","0.13261914811908951","10","0.61687498824559017"
"O60941","0.10729011214249716","0.14300994474581599","3","0.65889416062763839"
"Q15286","0.11217407961358146","0.109263308012388","5","0.61907478186771481"
"P33121","0.13653491677371449","0.13653491677371449","2","0.93228841895546144"
"P61247","0.1331809597989895","0.1331809597989895","2","0.90720984694924767"
"Q93084","0.1012700127843285","0.10264848674233","3","0.60942492427373796"
"O14745","0.17553107730227821","0.18142980702615899","5","0.65527390189344636"
"P20340","0.147308811244973","0.14677581192324299","3","0.98385870092322436"
"P09382","0.11555900080825403","0.102118956484052","5","0.65505735067794801"
"Q5JTJ3","0.48530412870266049","0.48530412870266049","2","0.0013741111674114754"
"P39023","0.074744088099590503","0.095155316524000194","3","0.413982388165965"
"O14662","0.15011020711249298","0.159993220620713","5","0.94591315205681914"
"Q9Y6M5","0.14681998768254687","0.15516280584204101","7","0.98221688297792165"
"Q8IXI1","0.11031910385493519","0.092013815787523989","8","0.50682059010923264"
"Q9HAV0","0.10494781338901793","0.10347090538021","4","0.58855054029199849"
"P62888","0.14826229106349248","0.14826229106349248","2","0.9796559685423416"
"Q14573","0.21725667931301951","0.23212714563681899","4","0.33950497974785021"
"P82979","0.11311038328513051","0.11311038328513051","2","0.7598987021225756"
"P15311","0.067852947971994607","0.072791101435023306","5","0.24717515948601138"
"O00303","0.13150090064625428","0.13150090064625428","2","0.89468252976939355"
"P53396","0.15153501728005328","0.14982308830112651","4","0.93651028188648344"
"P43121","0.1741550224690315","0.1580124109912335","12","0.50933716882231572"
"Q99805","0.22953451713000464","0.21731298893435","5","0.21102938916926342"
"Q9NRK6","0.10166432490071557","0.074606589018443206","3","0.61261519588204427"
"P20020","0.13820852751814322","0.13914313833728401","4","0.92203997594912335"
"Q99808","0.1664460978259335","0.1226582033947235","4","0.78079405627363163"
"O60762","0.071190141538440846","0.0955403830814293","5","0.26805711538720739"
"O60493","0.16726997403781033","0.13684343670011501","3","0.8021910889748759"
"Q15904","0.18880874529767225","0.19388902927400498","4","0.56450347513532462"
"O14672","0.24086573283523116","0.25139974021963352","6","0.11995477865381171"
"O43175","0.02406705694711489","0.022232040254923899","5","0.070396146444808697"
"P10599","0.12103655879957249","0.12103655879957249","2","0.8173512662129887"
"O60884","0.14614069311078048","0.14614069311078048","2","0.99559902745550355"
"P56537","0.054006636981326253","0.054006636981326253","2","0.38850695581268968"
"O60499","0.2008225495367135","0.2008225495367135","2","0.60265156659701025"
"Q92536","0.120649618662633","0.120649618662633","2","0.81452083080477766"
"O75306","0.067906954666802882","0.072804810328214453","4","0.30096745771798056"
"P61081","0.1179893118109645","0.1179893118109645","2","0.79512903511214106"
"Q02223","0.041807485634020758","0.0724756423438499","3","0.23135942546327121"
"P05771","0.13654516534898828","0.130581762182155","5","0.89325301999660867"
"P48449","0.15193679831692081","0.15922602030681249","10","0.89307625907184962"
"P31785","0.44806533529737375","0.44886826687109899","4","5.592037355895709e-05"
"P48047","0.11418773908317013","0.118756118868434","8","0.55456784208517984"
"O00214","0.14293382561948734","0.140334031932666","3","0.97587521369485919"
"Q8TD46","0.246341543806918","0.246341543806918","2","0.34244102511402863"
"Q9Y2D5","0.14445594818003982","0.14456114567863301","3","0.98988265444298218"
"Q9HCU5","0.15601649171844639","0.1191788032449686","4","0.88916990842406918"
"Q11201","0.45332001173633002","0.452693175047163","3","0.00038486726714919274"
"O15031","0.072105680653780341","0.073314358368698596","16","0.050383040389249636"
"P41240","0.14336214937734351","0.14336214937734351","2","0.98351951885438949"
"O00186","0.14122657029709207","0.126183688930085","11","0.92382359253672031"
"Q12906","0.12180563250839545","0.12538074885641801","3","0.78409534846859597"
"P06756","0.51121275052770743","0.55488027016473995","6","2.4588203784752257e-09"
"Q9H4G4","0.15838903477161448","0.15838903477161448","2","0.90377867213171781"
"Q9ULF5","0.21834315821311734","0.20998960621246701","3","0.4010684985281916"
"P27105","0.011780584840021213","0.0054908733089429496","10","0.0048400179486006211"
"Q14118","0.24087633911048598","0.24444804506587553","4","0.2041625371645478"
"Q9NR30","0.18379890536388649","0.18379890536388649","2","0.71866923872798227"
"Q6PCB8","0.29101195071957126","0.28703141360631151","4","0.052671090998964387"
"Q86SF2","0.09122979377303643","0.092040466461440248","8","0.30611881163888077"
"P53985","0.095959676502569063","0.121292282235995","5","0.4601204430312531"
"Q6UWB1","0.62316260759574538","0.60946820560702797","3","3.6112288890096749e-08"
"P26599","0.18455495522447732","0.17905603348726551","6","0.52459328269912253"
"Q14114","0.21763600310627201","0.21763600310627201","2","0.49716134101433762"
"P20339","0.17934824108110151","0.17934824108110151","2","0.7502460820022514"
"O95466","0.12418310143445929","0.11793987800337749","14","0.59429834056419639"
"P14927","0.078692367029558966","0.096916882066511403","3","0.44049395347013809"
"Q9P035","0.077187011720726173","0.13016846194594001","3","0.43027630103154524"
"O43399","0.1254904182921685","0.1229871808675831","4","0.78924935794395801"
"Q4KMQ2","0.19791448031609876","0.20665225343353","4","0.48549830526181825"
"Q01518","0.13009691218350114","0.160842690928341","3","0.85846147987746857"
"Q15056","0.1052546258211674","0.1052546258211674","2","0.70423410587831081"
"O43390","0.10909514039298149","0.10909514039298149","2","0.73127090688949958"
"P05141","0.10150231761877535","0.10150231761877535","2","0.67817417608989983"
"O60830","0.062216725826629501","0.062216725826629501","2","0.43245249767906613"
"P12956","0.02644031782688764","0.090515472246257306","5","0.076091291263933714"
"Q9NZ08","0.1769888507325415","0.1769888507325415","2","0.76716087291706148"
"Q13488","0.16506992920770081","0.17226084978116399","5","0.77132315857436673"
"Q9BVK6","0.31560894165863834","0.25124225485998603","3","0.049792268512812973"
"P09874","0.092632656579493253","0.092632656579493253","2","0.6181290581108061"
"P56589","-0.050690837312163353","-0.050690837312163353","2","0.06452956542486539"
"P23528","0.1018191041005936","0.10456746071001449","6","0.47550310280035279"
"P11836","0.02970505036565025","0.02970505036565025","2","0.2751652651264585"
"P07384","0.16084809372696351","0.139532926773236","4","0.83857218391969601"
"Q8TB96","0.279692367717018","0.279692367717018","2","0.20641124713533673"
"P27816","0.2252792073558755","0.2252792073558755","2","0.45268328612606357"
"Q00839","0.09524629078687083","0.096837507298568701","4","0.50275155331581112"
"Q16531","0.092275274125667245","0.092275274125667245","2","0.61575891696920815"
"Q9ULH0","0.27501462290230938","0.25685864584803703","11","0.004241018775556586"
"P06576","0.10936224331285813","0.106853745875435","19","0.29336773799309268"
"P61923","0.14271844461720726","0.146505688577548","3","0.97389369522699631"
"Q8IW92","0.34685519377843316","0.31687522348756902","7","0.00038955620609107909"
"Q9BUB7","0.079807621136011031","0.068030327388573397","3","0.44815544330332691"
"P46977","0.17867170109102284","0.18626680262158599","7","0.55949804857869978"
"Q6NUK1","0.073770710774092835","0.077862547467736798","7","0.20587360789456546"
"P16615","0.11196385074255844","0.110375149802926","11","0.45805617468299986"
"P11279","0.23416663344363245","0.279226393048851","6","0.14827974301293029"
"Q9UHN6","0.23690825300708251","0.23690825300708251","2","0.38951809503199142"
"Q9Y639","-0.1231139878742613","-0.1231139878742613","2","0.011389810848562641"
"Q14699","0.17351426878750867","0.17979677036149599","9","0.57638655831298879"
"Q12767","0.059584988714292283","0.054042687549384336","4","0.25212330606924521"
"Q14697","0.16899313505002586","0.17650885522106252","6","0.70217163454802223"
"P62269","0.094198019258020918","0.12743783136932599","3","0.55353035360662228"
"Q9ULV4","0.12427093056819938","0.142886273895864","5","0.7512468939595156"
"P29323","0.15997156880854535","0.139877339938039","3","0.8679095183650769"
"P29320","0.11242050729114193","0.117055233877364","3","0.70227039874272013"
"Q15717","0.15180086654240016","0.15180086654240016","2","0.9530865970039224"
"P04899","0.11794233423620662","0.100161321625323","10","0.56084245496547269"
"P62834","0.10080721522753872","0.10080721522753872","2","0.6733876259043351"
"P62263","0.10450850663183125","0.10450850663183125","2","0.69902439955075168"
"P08758","0.075903124915851314","0.071734771755313551","12","0.10804369736848657"
"Q8NBJ4","0.55055846532888797","0.58760730411619","4","6.8886229650008196e-08"
"Q9Y512","0.069947328511361831","0.055395918402910749","6","0.21737790963003131"
"P08754","0.1337089289706738","0.15257807558448999","7","0.83463819242708515"
"Q9Y295","0.076453104508795444","0.076453104508795444","2","0.51511189013365044"
"Q3ZCQ8","0.0034742437743585514","0.074926075046101603","4","0.058418591749700016"
"P23284","0.04888820019946933","0.035734717638784698","9","0.053418298411603539"
"Q07812","0.60777351922987466","0.60777351922987466","2","1.3550188336278677e-05"
"Q9NQ11","0.14937648726764843","0.13046594292859051","4","0.95940134031671143"
